ensemble_size,model_name,mean_absolute_error_mean,mean_absolute_error_std,mean_squared_error_mean,mean_squared_error_std,root_mean_squared_error_mean,root_mean_squared_error_std
1,gbert,1.1442975009330358,0.1447486691247054,2.242188538077359,0.547624504807123,1.4868840901115024,0.1771881381101363
2,gbert,1.0397781570860953,0.0808784806782592,1.8021476207971467,0.30640057113589897,1.3384085449127276,0.10402407755155997
1,gbert,1.1946467756886334,0.22554456176909388,2.5642638410168845,0.9871420704737793,1.5743777852591168,0.2927184900444395
2,gbert,1.0876538303115109,0.12360945379146487,2.053953992337058,0.5500758274773313,1.4222244201066032,0.1768133313515605
